id	referentiel	entite	role	stade	conforme	label_propose	source	probleme	label_fr
FOETO:PP.AUP-VAS-005	AMSTERDAM	MVM — artériopathie déciduale	critere		oui		Khong 2016, MVM — athérose aiguë : nécrose fibrinoïde pariétale	Granularité infra-lésionnelle : composante de l'athérose aiguë codée séparément, et doublon avec « Nécrose fibrinoïde de la paroi artérielle déciduale ».	Nécrose fibrinoïde pariétale des artères spiralées
FOETO:PP.AUP-VAS-006	AMSTERDAM	MVM — artériopathie déciduale	manifestation		oui		Khong 2016, MVM — thrombose artérielle déciduale	Doublon avec « Thrombose artérielle déciduale ».	Thrombose des artères utéro-placentaires
FOETO:PP.COR-INF-001	AMSTERDAM	FIR grade 1	stade	FIR grade 1	oui		Khong 2016, réponse inflammatoire fœtale — grades 1 et 2	Libellé purement gradué : le grade Amsterdam n'a de sens qu'adossé à un stade FIR, il ne désigne aucune lésion ni siège par lui-même.	FIR Grade 1
FOETO:PP.COR-INF-002	AMSTERDAM	FIR stade 3	synonyme	FIR stade 3	erreur	FIR stade 3 — funisite nécrosante	Khong 2016, FIR stade 3 : funisite nécrosante ; grade 2 : polynucléaires intramuraux quasi confluents	Confond les axes stade et grade : la funisite nécrosante définit le STADE 3, alors que le grade 2 désigne la sévérité de l'infiltrat ; orthographe « funiculite » non retenue (funisite).	FIR Grade 2 — Funiculite nécrosante
FOETO:PP.COR-INF-003	AMSTERDAM	FIR stade 1	synonyme	FIR stade 1	non_standard	FIR stade 1 — phlébite ombilicale ou vascularite choriale	Khong 2016, FIR stade 1 : vascularite choriale ou phlébite ombilicale	Anglicisme « Stage » ; le libellé juxtapose deux sièges alternatifs (veine ombilicale / vaisseaux choriaux) conformément à la définition, mais reste non factorisable sur l'axe siège.	FIR Stage 1 — Phlébite ombilicale / vasculite choriale
FOETO:PP.COR-INF-004	AMSTERDAM	FIR stade 2	synonyme	FIR stade 2	non_standard	FIR stade 2 — vascularite ombilicale avec atteinte artérielle	Khong 2016, FIR stade 2 : vascularite ombilicale avec atteinte artérielle	Anglicisme « Stage » et orthographe « funiculite » (funisite retenue) ; « funisite » accolée au stade 2 est ambiguë car terme générique de toute inflammation du cordon.	FIR Stage 2 — Artérite ombilicale / funiculite
FOETO:PP.COR-INF-005	AMSTERDAM	FIR stade 3	synonyme	FIR stade 3	non_standard	FIR stade 3 — funisite nécrosante	Khong 2016, FIR stade 3 : funisite nécrosante	« Funiculite concentrique » est une description morphologique (anneaux périvasculaires) et non le libellé consensuel ; doublon avec « Funiculite nécrosante (stade 3 réponse fœtale) ».	FIR Stage 3 — Funiculite concentrique
FOETO:PP.PAR-INF-004	BENIRSCHKE	Villite aiguë (infection hématogène bactérienne — listériose, autres)	manifestation		oui		Benirschke, Burton & Baergen, infections hématogènes du placenta ; villites à étiologie identifiée	La villite aiguë n'est pas une VUE : elle relève des villites à étiologie identifiée et non du périmètre Amsterdam.	Villite aiguë
FOETO:PP.PAR-INF-005	AMSTERDAM	VUE — villite chronique d'étiologie indéterminée (variante basale)	manifestation		oui		Khong 2016, lésions inflammatoires chroniques — villite chronique basale / déciduite chronique associée		Villite basale chronique
FOETO:PP.PAR-INF-006	AMSTERDAM	VUE — villite chronique d'étiologie indéterminée	critere		oui		Khong 2016, lésions inflammatoires chroniques — VUE	Libellé non qualifié : ne distingue pas une VUE d'une villite à étiologie identifiée (référentiel Benirschke).	Villite chronique
FOETO:PP.PAR-INF-007	AMSTERDAM	VUE — villite chronique d'étiologie indéterminée	synonyme		oui		Khong 2016, lésions inflammatoires chroniques — VUE		Villite chronique d'étiologie inconnue (VCEI)
FOETO:PP.PAR-INF-008	BENIRSCHKE	Villite à étiologie identifiée — villite chronique lympho-plasmocytaire (CMV, syphilis, toxoplasmose)	manifestation		oui		Benirschke, Burton & Baergen, villites infectieuses ; Fox & Sebire	La composante plasmocytaire orientant vers une étiologie identifiée, ce terme ne doit pas être rattaché à la VUE.	Villite chronique lympho-plasmocytaire
FOETO:PP.PAR-INF-009	BENIRSCHKE	Villite à étiologie identifiée — villite granulomateuse (tuberculose, syphilis, listériose)	manifestation		oui		Benirschke, Burton & Baergen, villites infectieuses granulomateuses		Villite granulomateuse
FOETO:PP.PAR-INF-010	BENIRSCHKE	Villite à étiologie identifiée — villite nécrosante (HSV, listériose, toxoplasmose)	manifestation		oui		Benirschke, Burton & Baergen, villites nécrosantes infectieuses		Villite nécrosante
FOETO:PP.PAR-INF-011	AMSTERDAM	AI — réponse inflammatoire maternelle (MIR)	stade	MIR stade 1	non_standard	MIR stade 1 — chorionite / subchorionite aiguë	Khong 2016, inflammation aiguë — MIR stade 1	Le libellé désigne la subchorionite (chorion/espace sous-chorial) alors que la description microscopique associée décrit un infiltrat décidual : deux sièges différents ; « Stage » anglais mêlé au français.	MIR Stage 1 — Chorionite subchoriale aiguë
FOETO:PP.PAR-INF-012	AMSTERDAM	AI — réponse inflammatoire maternelle (MIR)	stade	MIR stade 2	non_standard	MIR stade 2 — chorioamnionite aiguë	Khong 2016, inflammation aiguë — MIR stade 2	Orthographe « chorioamniotite » non retenue ; « Stage » anglais mêlé au français.	MIR Stage 2 — Chorioamniotite aiguë
FOETO:PP.PAR-INF-013	AMSTERDAM	AI — réponse inflammatoire maternelle (MIR)	stade	MIR stade 3	non_standard	MIR stade 3 — chorioamnionite nécrosante	Khong 2016, inflammation aiguë — MIR stade 3	Orthographe « chorioamniotite » non retenue ; « Stage » anglais mêlé au français.	MIR Stage 3 — Chorioamniotite nécrosante
FOETO:PP.PAR-INF-014	AMSTERDAM	AI — réponse inflammatoire maternelle (MIR)	manifestation		erreur	Abcès décidual (inflammation aiguë de la décidue)	Khong 2016, inflammation aiguë — grading MIR (grade 1 léger à modéré, grade 2 sévère)	L'abcès décidual n'est pas le critère du grade 1 d'Amsterdam (grade 1 = infiltrat léger à modéré ; les microabcès traduisent au contraire la sévérité) : le libellé mêle une lésion et une gradation, à tort.	MIR Grade 1 — Abcès décidual
FOETO:PP.PAR-INF-015	AMSTERDAM	Déciduite chronique à plasmocytes	synonyme		oui		Khong 2016, lésions inflammatoires chroniques — déciduite chronique à plasmocytes	Terme dupliqué dans le vocabulaire (deux entrées « Déciduite chronique »).	Déciduite chronique
FOETO:PP.PAR-INF-016	AMSTERDAM	AI — réponse inflammatoire fœtale (FIR)	stade	FIR stade 1	non_standard	FIR stade 1 — vascularite choriale	Khong 2016, inflammation aiguë — FIR stade 1 (vascularite choriale ou phlébite ombilicale)	Acronyme « RIF1 » non standard et redondant avec l'entrée « FIR Stage 1 — Phlébite ombilicale / vasculite choriale ».	RIF1 — Vasculite choriale
FOETO:PP.PAR-MAL-001	AMSTERDAM	MVM — hypoplasie villositaire distale	critere		oui		Khong 2016, MVM — hypoplasie villositaire distale	Redondant avec les entrées « MVM — Hypoplasie villositaire distale » et « Hypoplasie villositaire distale ».	Hypoplasie villositaire distale (déficience des villosités terminales)
FOETO:PP.PAR-MAL-002	BENIRSCHKE	Anomalies de forme du placenta — lobe succenturié (accessoire)	structure		oui		Benirschke, Burton & Baergen, anomalies de forme et de lobulation placentaire	Variante macroscopique de forme et non lésion histologique élémentaire ; qualifieur « succenturié » dupliqué.	Lobe placentaire accessoire (succenturié)
FOETO:PP.PLA-CLA-010	BENIRSCHKE	Nécrose laminaire de la décidue (marqueur d'hypoxie utéro-placentaire chronique)	manifestation		non_standard	Nécrose laminaire de la décidue des membranes	Benirschke, Burton & Baergen, Pathology of the Human Placenta — décidue, nécrose laminaire	Libellé générique : ni siège (décidue basale vs pariétale/capsulaire) ni pattern (laminaire) précisé ; fait doublon avec PP.PLA-CLA-011/012.	Nécrose déciduale
FOETO:PP.PLA-CLA-011	BENIRSCHKE	Nécrose laminaire de la décidue (marqueur d'hypoxie utéro-placentaire chronique)	manifestation		non_standard	Nécrose laminaire de la décidue des membranes	Benirschke, Burton & Baergen, Pathology of the Human Placenta — décidue capsulaire, nécrose laminaire	Doublon strict de PP.PLA-CLA-012 avec un libellé moins précis (pattern laminaire omis).	Nécrose déciduale membraneuse
FOETO:PP.PLA-CLA-012	BENIRSCHKE	Nécrose laminaire de la décidue (marqueur d'hypoxie utéro-placentaire chronique)	manifestation		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — nécrose laminaire de la décidua capsularis (Stanek)		Nécrose laminaire de la décidua des membranes
FOETO:PP.PLA-CLA-013	AMSTERDAM	Méconium — myonécrose des vaisseaux ombilicaux	manifestation		non_standard	Myonécrose vasculaire ombilicale associée au méconium (MAVM)	Khong 2016, méconium — meconium-associated vascular myonecrosis	Libellé descriptif sans l'étiologie qui fonde l'entité ; fait doublon avec « MAVM » et « Myonécrose vasculaire ombilicale induite par le méconium ».	Nécrose musculaire vasculaire ombilicale
FOETO:PP.PLA-CLA-014	HORS_REFERENTIEL		hors		non_standard	Nécrose du cytotrophoblaste villositaire		Aucun référentiel ne décrit une « nécrose primaire du cytotrophoblaste » comme entité ou critère ; le qualifieur « primaire » n'a pas de définition opposable et le terme relève d'une description ultrastructurale isolée.	Nécrose primaire du cytotrophoblaste
FOETO:PP.PLA-CLA-015	BENIRSCHKE	Lésions dégénératives du trophoblaste villositaire (nécrose syncytiale focale)	manifestation		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — dégénérescence/nécrose focale du syncytiotrophoblaste		Nécrose syncytiale focale
FOETO:PP.PLA-CLA-016	AMSTERDAM	DVM — retard de maturation villositaire (immaturité villositaire distale)	critere		oui		Khong 2016, DVM — raréfaction des membranes vasculo-syncytiales		Paucité des membranes vasculo-syncytiales
FOETO:PP.PLA-CLA-017	AMSTERDAM	FVM — malperfusion vasculaire fœtale segmentaire (villosités avasculaires)	critere		non_standard	Villosités avasculaires	Khong 2016, FVM segmentaire — avascular villi	Libellé composite empilant plusieurs altérations élémentaires (karyorrhexie, microcalcifications, ferrugination) dans un seul terme ; à éclater ou à réduire au critère « villosités avasculaires ».	Villosités avasculaires avec dégénérescence (karyorrhexie, calcifications, ferrugination)
FOETO:PP.PLA-CLA-018	BENIRSCHKE	Septa placentaires — nécrose fibrinoïde basale (modification dégénérative usuelle)	manifestation		non_standard	Nécrose fibrinoïde de la base des septa placentaires	Benirschke, Burton & Baergen, Pathology of the Human Placenta — septa placentaires	Libellé topographique vague (« zones nécrotiques ») pour une modification dégénérative banale des septa, sans seuil ni signification lésionnelle définie.	Zones nécrotiques à la base des septa placentaires
FOETO:PP.PLA-DYS-001	BENIRSCHKE	Calcifications placentaires (dépôts calciques dystrophiques)	manifestation		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — calcifications	Terme redondant avec « Calcification vasculaire placentaire (veines choriales) » et « Calcifications intraplacentaires » du même vocabulaire.	Calcification vasculaire placentaire
FOETO:PP.PLA-DYS-002	BENIRSCHKE	Dysplasie mésenchymateuse placentaire	critere		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — placental mesenchymal dysplasia, citernes villositaires		Citerne villeuse
FOETO:PP.PLA-DYS-003	BENIRSCHKE	Excès de gelée de Wharton (cordon épais)	manifestation		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — cordon ombilical, gelée de Wharton		Cordon ombilical épaissi avec excès de gelée de Wharton
FOETO:PP.PLA-DYS-004	AMSTERDAM	FVM — malperfusion vasculaire fœtale globale (ectasie vasculaire)	critere		oui		Khong 2016, FVM global — vascular ectasia		Dilatation vasculaire fœtale villositaire
FOETO:PP.PLA-DYS-005	AMSTERDAM	DVM — retard de maturation villositaire (immaturité villositaire distale)	critere		non_standard	Capillaires villositaires de siège central	Khong 2016, DVM — centrally placed capillaries	Énoncé négatif (« non périphérique ») là où le référentiel formule un critère positif (capillaires de siège central).	Distribution non périphérique des capillaires villositaires
FOETO:PP.PLA-DYS-006	AMSTERDAM	MVM — artériopathie déciduale	critere		oui		Khong 2016, MVM — défaut de transformation physiologique des artères spiralées / persistance du trophoblaste intramural endovasculaire	Doublon avec les entrées « Défaut de remodelage des artères spiralées [entite] » et « Défaut de transformation physiologique des artères utéro-placentaires » : granularité à unifier.	Défaut de remodelage des artères spiralées
FOETO:PP.VAC-NOR-000	BENIRSCHKE	Anatomie normale — vaisseaux de la plaque choriale (allanto-choriaux)	structure		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — chorionic plate and its vessels		Vaisseaux allanto-choriaux normaux
FOETO:PP.VAC-VAS-001	AMSTERDAM	FVM — thrombus des vaisseaux de la plaque choriale	critere		non_standard	Thrombus de la plaque choriale (vaisseau allanto-chorial)	Khong 2016, FVM — chorionic plate vessel thrombus	Doublon de « Thrombose des vaisseaux allanto-choriaux » / « Thrombus de la plaque choriale » : même contenu sous deux libellés (terminologie anatomique ancienne vs terminologie Amsterdam).	Thrombose des vaisseaux allanto-choriaux
FOETO:PP.PLA-NOR-208	VOGEL	Maturation villositaire normale — villosités terminales	structure		non_standard	Villosité terminale	Vogel, Clinical Pathology of the Placenta — maturation villositaire (villosités terminales)	Suffixe « aspect histologique » non factorisable et doublon du terme « Villosités terminales ».	Villosités terminales — aspect histologique
FOETO:PP.PLA-NOR-209	VOGEL	Trouble de maturation villositaire — retard / arrêt de maturation (villosités intermédiaires immatures)	manifestation		non_standard	Villosités élargies d'aspect « en patte » (villosités intermédiaires immatures)	Vogel, Atlas der morphologischen Plazentadiagnostik — troubles de maturation	Descriptif morphologique imagé sans définition quantitative, non canonique dans la littérature francophone.	Villosités élargies à aspect en patte
FOETO:PP.PLA-NOR-210	HORS_REFERENTIEL		hors		erreur			Entité de biologie expérimentale (exosomes / microvésicules trophoblastiques), non observable en microscopie optique de routine : ne relève d'aucun référentiel diagnostique.	Vésicules extracellulaires trophoblastiques (exosomes / microvésicules)
FOETO:PP.PLA-NOR-211	HORS_REFERENTIEL		hors		non_standard			Concept de recherche (« zone of altered morphology » sus-cervicale, Malak & Bell) : nature de l'altération non précisée et périmètre non couvert par les référentiels diagnostiques.	Zone d'altération morphologique des membranes (zone cervicale)
FOETO:PP.PLA-NOR-212	BENIRSCHKE	Anatomie normale — décidua basale / plan de clivage (couche spongieuse)	structure		non_standard	Décidua spongieuse — plan de clivage du décollement placentaire	Benirschke, Burton & Baergen — basal plate, decidua spongiosa	Libellé composite mêlant un terme d'imagerie (zone jonctionnelle myométriale) et un plan anatomique de clivage décidual.	Zone jonctionnelle (zone de décollement placentaire)
FOETO:PP.PLA-NOR-213	VOGEL	Corrélation clinico-pathologique — diabète maternel (placenta diabétique)	manifestation		non_standard	Épaississement de la membrane basale trophoblastique	Vogel, Clinical Pathology of the Placenta — placenta et diabète maternel	Libellé regroupant deux sites distincts (membrane basale trophoblastique et membrane basale capillaire) et doublon de « Épaississement de la membrane basale trophoblastique ».	Épaississement de la membrane basale trophoblastique et vasculaire
FOETO:PP.PLA-NOR-214	VOGEL	Trouble de maturation villositaire — retard de maturation	manifestation		non_standard	Syncytiotrophoblaste épaissi (villosités immatures)	Vogel, Atlas der morphologischen Plazentadiagnostik — troubles de maturation villositaire	Critère purement descriptif, non défini ni quantifié dans la littérature de référence.	Épaississement du syncytiotrophoblaste
FOETO:PP.PLA-NOR-215	BENIRSCHKE	Anatomie normale — amnios (épithélium amniotique)	structure		oui		Benirschke, Burton & Baergen — amnion		Épithélium amniotique
FOETO:PP.PLA-NOR-216	BENIRSCHKE	Anatomie normale — amnios (épithélium amniotique)	structure		oui		Benirschke, Burton & Baergen — amnion, épithélium cubique à cylindrique près de l'insertion du cordon	Granularité redondante avec « Amnion — épithélium pavimenteux à cubique simple » et « Épithélium amniotique » (même structure décrite trois fois).	Épithélium amniotique cubique à cylindrique
FOETO:PP.PLA-NOR-217	GEMELLAIRE	Placenta monochorionique — équateur vasculaire et anastomoses inter-jumeaux	structure		oui		Lewi / Khalil, chorionicité et cartographie des anastomoses monochoriales		Équateur vasculaire placentaire (jumeaux monochorioniques)
FOETO:PP.PLA-NOR-218	AMSTERDAM	Érythroblastes circulants augmentés	synonyme		non_standard	Érythroblastes circulants augmentés (vaisseaux villositaires)	Khong 2016, increased circulating nucleated red blood cells	Le libellé omet le caractère quantitatif (augmentation) qui fonde l'entité.	Érythroblastes dans les vaisseaux fœtaux villositaires
FOETO:PP.PLA-NOR-219	AMSTERDAM	Érythroblastes circulants augmentés	synonyme		non_standard	Érythroblastes circulants augmentés (vaisseaux villositaires)	Khong 2016, increased circulating nucleated red blood cells	Doublon strict de FOETO:PP.PLA-NOR-218 (même observation, libellé variant) — à fusionner.	Érythrocytes nucléés dans la circulation villositaire fœtale
FOETO:PP.PLA-NOR-220	BENIRSCHKE	Hématopoïèse extramédullaire du stroma villositaire (anémie fœtale / hydrops)	manifestation		oui		Benirschke, Burton & Baergen — extramedullary hematopoiesis in villous stroma		Érythropoïèse extramédullaire stromale
FOETO:PP.PLA-CLA-008	BENIRSCHKE	Modifications dégénératives de l'amnios (microfractures épithéliales)	manifestation		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta, chap. Amnion (microfractures / dégénérescence amniotique)		Microfractures de l'amnios
FOETO:PP.PLA-CLA-009	BENIRSCHKE	Modifications dégénératives de l'amnios	manifestation		non_standard	Dégénérescence de l'épithélium amniotique	Benirschke, Burton & Baergen, Pathology of the Human Placenta, chap. Amnion	Libellé générique fourre-tout regroupant des altérations hétérogènes (vacuolisation, ballonnisation, nécrose, microfractures) sans critère défini.	Modifications dégénératives de l'amnion
FOETO:PP.PLA-DYS-007	AMSTERDAM	MVM — artériopathie déciduale	critere		oui		Khong 2016, MVM — decidual arteriopathy / failure of physiological transformation	Doublon de contenu avec « Défaut de remodelage des artères spiralées » et « Défaut de transformation physiologique des artères utéro-placentaires » du même vocabulaire.	Défaut de transformation physiologique des artères utéroplacentaires
FOETO:PP.PLA-DYS-008	BENIRSCHKE	Hémorragie intravillositaire (extravasation érythrocytaire du stroma villeux)	manifestation		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta, chap. Villous stromal hemorrhage		Extravasation érythrocytaire stromale villositaire
FOETO:PP.PLA-DYS-009	AMSTERDAM	FVM — malperfusion vasculaire fœtale segmentaire	critere		non_standard	Dépôt de fibrine intramural des vaisseaux fœtaux (plaque choriale / villosités tronculaires)	Khong 2016, FVM — intramural fibrin deposition	Libellé elliptique : le siège (vaisseaux fœtaux tronculaires/choriaux) n'est pas précisé, or c'est lui qui donne au signe sa valeur diagnostique.	Fibrine intramural vasculaire
FOETO:PP.PLA-DYS-010	BENIRSCHKE	Môle hydatiforme (complète ou partielle)	critere		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta, chap. Gestational trophoblastic disease	Terme non spécifique hors contexte môlaire : une hyperplasie trophoblastique focale réactionnelle n'a pas la même valeur.	Hyperplasie trophoblastique
FOETO:PP.PLA-DYS-011	AMSTERDAM	MVM — artériopathie déciduale	critere		non_standard	Hypertrophie pariétale des artérioles déciduales membranaires	Khong 2016, MVM — mural hypertrophy of decidual (membrane) arterioles	Orthographe fautive « décidales » ; le siège membranaire, qui fait la définition Amsterdam, n'est pas indiqué.	Hypertrophie murale des artérioles décidales
FOETO:PP.PLA-DYS-012	BENIRSCHKE	Hypertrophie musculaire de la paroi des vaisseaux de villosités souches	manifestation		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta, chap. Stem villous vessels / increased fetal vascular resistance		Hypertrophie musculaire des vaisseaux des villosités-troncs
FOETO:PP.PLA-DYS-013	VOGEL	Placentomégalie (poids > 90e percentile pour l'âge gestationnel)	synonyme		non_standard	Placentomégalie	Vogel M., Clinical Pathology of the Placenta — poids placentaire et corrélations (diabète, anasarque, anémie fœtale)	« Hypertrophie » est impropre pour un excès de poids/volume ; doublon avec « Placentomégalie » déjà présent dans le vocabulaire.	Hypertrophie placentaire
FOETO:PP.PLA-DYS-014	AMSTERDAM	Chorangiose	manifestation		non_standard	Hypervascularisation villositaire (à quantifier selon les critères de chorangiose)	Khong 2016, chorangiosis (≥10 capillaires dans ≥10 villosités sur ≥10 champs x10)	Libellé confus mêlant « hypertrophie » et « hypervascularité » ; recouvre la chorangiose sans en reprendre le seuil quantitatif.	Hypertrophie villositaire des vaisseaux fœtaux (hypervasculaire)
FOETO:PP.PLA-DYS-015	AMSTERDAM	MVM — malperfusion vasculaire maternelle	critere		oui		Khong 2016, MVM — placental hypoplasia (poids < 10e percentile)		Hypoplasie placentaire
FOETO:PP.PLA-DYS-016	AMSTERDAM	MVM — hypoplasie villositaire distale	critere		oui		Khong 2016, MVM — distal villous hypoplasia	Doublon avec l'entité « MVM — Hypoplasie villositaire distale » et avec « Immaturité villositaire distale » du même vocabulaire : granularité incohérente (élément vs entité).	Hypoplasie villositaire distale
FOETO:PP.PLA-DYS-017	BENIRSCHKE	Hémorragie fœto-maternelle	critere		non_standard	Érythroblastes fœtaux dans l'espace intervilleux	Benirschke, Burton & Baergen, Pathology of the Human Placenta, chap. Fetomaternal hemorrhage	Libellé composite mêlant l'entité clinique (hémorragie fœto-maternelle, affirmée par Kleihauer) et son signe histologique (érythroblastes intervilleux).	Hémorragie fœto-maternelle à érythroblastes dans l'espace intervilleux
FOETO:PP.PLA-DYS-018	HORS_REFERENTIEL		hors		non_standard	Défaut de remodelage des artères spiralées (si constaté histologiquement)		Concept physiopathologique de placentation profonde défectueuse, non observable ni codable sur le placenta délivré ; se traduit histologiquement par l'artériopathie déciduale.	Implantation superficielle du placenta
FOETO:PP.PLA-DYS-019	BENIRSCHKE	Surcharge métabolique placentaire — mucopolysaccharidose	manifestation		non_standard	Dépôts stromaux villositaires Alcian blue positifs (mucopolysaccharides)	Benirschke, Burton & Baergen, Pathology of the Human Placenta, chap. Metabolic storage disorders	« Infiltrat » est impropre pour un dépôt de matériel ; la nature du matériel et le siège précis ne sont pas énoncés, seul un résultat de coloration l'est.	Infiltrat stromal Alcian blue positif
FOETO:PP.PAR-RET-005	BENIRSCHKE	Hyperplasie des cellules de Hofbauer (réaction villositaire des infections / hydrops)	manifestation		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — cellules de Hofbauer, réaction villositaire	Terme classé dans le groupe « rétention / macération » alors qu'il s'agit d'une réaction villositaire vitale (infection, hydrops), non d'un artefact post-mortem.	Hyperplasie des cellules de Hofbauer
FOETO:PP.PAR-RET-006	AMSTERDAM	Érythroblastes circulants augmentés	manifestation		non_standard	Érythroblastes circulants augmentés dans les capillaires villositaires	Khong 2016, érythroblastes circulants augmentés	Libellé composite : mêle l'érythroblastose circulante intravasculaire (facette retenue) et l'érythropoïèse extramédullaire stromale, qui est un constat distinct déjà présent dans le vocabulaire ; « extra-hépatique » est impropre.	Érythroblastose placentaire (érythropoïèse extra-hépatique villositaire)
FOETO:PP.PLA-NOR-118	BENIRSCHKE	Syncytiotrophoblaste villositaire — bordure en microvillosités (anatomie normale)	structure		oui		Benirschke, Burton & Baergen — ultrastructure du syncytiotrophoblaste		Microvilli du syncytiotrophoblaste
FOETO:PP.PLA-NOR-119	BENIRSCHKE	Stroma villositaire normal — cellules mésenchymateuses / myofibroblastes	structure		oui		Benirschke, Burton & Baergen — stroma villositaire, cellules myofibroblastiques		Myofibroblastes stromaux villeux
FOETO:PP.PLA-NOR-120	BENIRSCHKE	Amnios normal — couche mésenchymateuse	structure		oui		Benirschke, Burton & Baergen — anatomie normale des membranes (amnios)		Mésenchyme amniotique
FOETO:PP.PLA-NOR-121	BENIRSCHKE	Plaque choriale normale — mésenchyme chorial	structure		oui		Benirschke, Burton & Baergen — anatomie normale de la plaque choriale		Mésenchyme chorial (plaque choriale)
FOETO:PP.PLA-NOR-122	BENIRSCHKE	Amnios normal — couche mésenchymateuse	structure		non_standard	Mésenchyme amniotique	Benirschke, Burton & Baergen — anatomie normale des membranes (amnios)	Doublon strict de PP.PLA-NOR-120 : mésoderme extra-embryonnaire amniotique = mésenchyme amniotique ; un seul libellé doit être conservé.	Mésoderme amniotique
FOETO:PP.PLA-NOR-123	BENIRSCHKE	Chorion laeve normal — couche mésenchymateuse	structure		non_standard	Mésenchyme chorial (chorion laeve)	Benirschke, Burton & Baergen — anatomie normale des membranes (chorion laeve)	Incohérence de nomenclature interne : le vocabulaire emploie « mésenchyme » pour la plaque choriale et « mésoderme » ici pour la même couche.	Mésoderme chorionique (chorion lisse)
FOETO:PP.PLA-NOR-124	BENIRSCHKE	Métaplasie malpighienne de l'amnios (constat incidentel bénin)	synonyme		oui		Benirschke, Burton & Baergen — métaplasie squameuse amniotique	Doublon de « Métaplasie malpighienne de l'amnion » présent ailleurs dans le vocabulaire.	Métaplasie malpighienne de l'amnios
FOETO:PP.PLA-NOR-125	AMSTERDAM	MVM — nœuds syncytiaux augmentés (Tenney-Parker)	critere		non_standard	Nœuds syncytiaux augmentés (changements de Tenney-Parker)	Khong 2016, MVM — nœuds syncytiaux augmentés (Tenney-Parker)	Le libellé désigne une structure normale ; seule leur augmentation pour l'âge gestationnel constitue le critère de MVM. Doublon de PP.PLA-NOR-126 (singulier/pluriel).	Nœuds syncytiaux (changement de Tenney-Parker)
FOETO:PP.PLA-NOR-126	AMSTERDAM	MVM — nœuds syncytiaux augmentés (Tenney-Parker)	critere		non_standard	Nœuds syncytiaux augmentés (changements de Tenney-Parker)	Khong 2016, MVM — nœuds syncytiaux augmentés (Tenney-Parker)	Doublon strict de PP.PLA-NOR-125 ; le libellé ne précise pas le caractère augmenté qui seul fait critère.	Nœuds syncytiaux (changements de Tenney-Parker)
FOETO:PP.PLA-NOR-127	VOGEL	Maturation villositaire normale — nœuds syncytiaux selon l'âge gestationnel	structure		oui		Vogel, Clinical Pathology of the Placenta — maturation villositaire, nœuds syncytiaux physiologiques		Nœuds syncytiaux — maturation villositaire
FOETO:PP.PLA-NOR-128	BENIRSCHKE	Parenchyme villeux normal — architecture lobulaire	structure		non_standard	Parenchyme villeux normal (architecture lobulaire)	Benirschke, Burton & Baergen — architecture normale de l'arbre villositaire	Libellé fourre-tout redondant avec « Architecture villositaire placentaire », « Architecture lobulaire de l'arbre villositaire » et « Parenchyme normal » : granularité incohérente.	Parenchyme villeux — architecture générale
FOETO:PP.PLA-NOR-129	BENIRSCHKE	Plaque choriale normale — pattern vasculaire disperse (variante normale)	structure		non_standard	Pattern vasculaire disperse de la surface choriale	Benirschke, Burton & Baergen — vascularisation de la plaque choriale (patterns magistral et disperse)	« dispers » est un anglicisme fautif pour « disperse / dispersé ».	Pattern vasculaire dispers de la surface placentaire
FOETO:PP.PLA-NOR-130	BENIRSCHKE	Plaque choriale normale — pattern vasculaire magistral (variante normale)	structure		oui		Benirschke, Burton & Baergen — vascularisation de la plaque choriale (patterns magistral et disperse)		Pattern vasculaire magistral de la surface placentaire
FOETO:PP.PAR-INF-002	AMSTERDAM	CHI — intervillite chronique histiocytaire	synonyme		non_standard	Intervillite chronique histiocytaire (CHI)	Khong 2016, lésions inflammatoires chroniques — chronic histiocytic intervillositis	Variante orthographique (« intervillosite ») concurrente d'autres entrées du vocabulaire désignant la même entité (« Histiocytose intervillositaire chronique », « Intervillite chronique massive ») : à fusionner.	Intervillosite chronique histiocytaire
FOETO:PP.PAR-INF-003	AMSTERDAM	Lésions inflammatoires chroniques (chapeau)	synonyme		non_standard	Lésions inflammatoires chroniques du placenta (groupe)	Khong 2016, Chronic inflammatory lesions	Libellé de regroupement fourre-tout, sans lésion élémentaire ni siège : à réserver comme nœud de classement, non comme signe codable.	Maladies inflammatoires chroniques du placenta
FOETO:PP.PLA-VAS-036	BENIRSCHKE	Complications iatrogènes des gestes invasifs — thrombose vasculaire ombilicale post-cordocentèse	manifestation		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — iatrogenic lesions / cordocentesis	Libellé composite : mêle la lésion (thrombose ombilicale) et un contexte étiologique iatrogène qui relève d'un axe « circonstance » distinct.	Thrombose d'un vaisseau ombilical après cordocentèse
