id	label_fr	referentiel	entite	role	stade	conforme	label_propose	ancre	verbatim_verifie	source	verbatim	probleme
FOETO:PP.PLA-CLA-011	Nécrose déciduale membraneuse	BENIRSCHKE	Nécrose déciduale membraneuse (findings apparentés à la MVM non retenus par Amsterdam)	manifestation		oui		oui	oui	benirschke ch19	Membranous decidual necrosis is a zone of coagulation necrosis between viable chorionic epithelium and viable decidua	Souvent citée dans le spectre MVM mais explicitement écartée par le consensus d'Amsterdam faute de preuves suffisantes.
FOETO:PP.PLA-CLA-012	Nécrose laminaire de la décidua des membranes	BENIRSCHKE	Nécrose laminaire des membranes (LN/LMN) — variante déciduale	manifestation		oui		oui	oui	khong2019 ch2	Frequently at term, the uppermost decidua under the cellular chorion becomes necrotic appearing, with loss of nuclear basophilia of the decidual cells and vessels, termed laminar decidual necrosis	Granularité redondante avec « Nécrose laminaire des membranes » du même vocabulaire : ici seule la variante déciduale (vs trophoblastique ou mixte) est visée.
FOETO:PP.PLA-CLA-013	Nécrose musculaire vasculaire ombilicale	AMSTERDAM	Méconium — myonécrose des vaisseaux ombilicaux	manifestation		oui		oui	oui	khong2019 ch54	Umbilical vascular myonecrosis has been associated with intra-amniotic infection, fetal growth restriction, low Apgar scores, fetal demise, and adverse prognoses	Doublon avec « MAVM », « Myonécrose vasculaire ombilicale induite par le méconium » et « Nécrose musculaire vasculaire méconique » ; l'étiologie méconiale n'est pas explicitée dans ce libellé.
FOETO:PP.PLA-CLA-014	Nécrose primaire du cytotrophoblaste	BENIRSCHKE	Nécrose primaire du cytotrophoblaste villeux (turnover trophoblastique)	manifestation		oui		oui	oui	benirschke ch6	Transmission electron micrograph of a cytotrophoblast cell undergoing the early stages of primary necrosis.	Constatation ultrastructurale de biologie cellulaire (≈6 % des cytotrophoblastes en début de grossesse), non un diagnostic histologique de routine.
FOETO:PP.PLA-CLA-015	Nécrose syncytiale focale	BENIRSCHKE	Nécrose / lésion focale du syncytiotrophoblaste	manifestation		oui		oui	oui	benirschke ch25	Focal syncytial cell necrosis was present, but there was no inflammation or obvious villous necrosis.	Lésion non spécifique observée dans toutes les grossesses ; recouvre « Dénudation focale du syncytiotrophoblaste » et « Dégénérescence syncytiale ».
FOETO:PP.PLA-CLA-016	Paucité des membranes vasculo-syncytiales	AMSTERDAM	DVM — retard de maturation villositaire (delayed villous maturation)	critere		oui		oui	oui	amsterdam ch1	with centrally placed capillaries and decreased vasculosyncytial membranes, recapitulating the histology in early pregnancy	Critère isolé d'une entité composite : n'a de valeur diagnostique qu'associé à la population villositaire monotone et au seuil de 30 % d'une coupe pleine épaisseur.
FOETO:PP.PLA-CLA-017	Villosités avasculaires avec dégénérescence (karyorrhexie, calcifications, ferrugination)	AMSTERDAM	FVM — villosités avasculaires	critere		non_standard	Villosités avasculaires (avec ou sans changements dégénératifs)	oui	oui	benirschke ch26	The avascular villi, with or without degenerative changes such as nuclear apoptosis, microcalcifications, and ferrugination, seen in fetal vascular malperfusion can mimic this form of CVUE	Libellé composite empilant en une chaîne la lésion et trois altérations élémentaires (karyorrhexie, microcalcifications, ferrugination) qui devraient être des qualifieurs.
FOETO:PP.PLA-CLA-018	Zones nécrotiques à la base des septa placentaires	BENIRSCHKE	Septa placentaires — zones nécrotiques et pseudokystes de la base septale	manifestation		oui		oui	oui	benirschke ch2	the basal central parts of the septa are often characterized by necrotic zones, clefts, and local	Constatation banale, de genèse en partie artefactuelle (déchirure lors de la délivrance) : à ne pas coder comme lésion.
FOETO:PP.PLA-DYS-001	Calcification vasculaire placentaire	BENIRSCHKE	Calcifications placentaires (calcification dystrophique des parois vasculaires fœtales)	manifestation		oui		oui	oui	khong2019 ch37	When they are seen in the walls of fetal blood vessels with thrombi, it provides pertinent information about the duration of those lesions	Doublon de granularité avec « Calcification dystrophique des vaisseaux fœtaux placentaires » et « Calcification vasculaire placentaire (veines choriales) ».
FOETO:PP.PLA-DYS-002	Citerne villeuse	BENIRSCHKE	Dysplasie mésenchymateuse placentaire (formation de citernes villositaires)	critere		oui		oui	oui	benirschke ch27	Massive enlargement of a stem villus with a large cistern	Signe non spécifique : critère partagé entre dysplasie mésenchymateuse et môle hydatiforme ; le libellé ne dit pas dans quel cadre il est relevé.
FOETO:PP.PLA-DYS-003	Cordon ombilical épaissi avec excès de gelée de Wharton	BENIRSCHKE	Anomalies de la gelée de Wharton (œdème / excès de gelée, cordon épaissi)	manifestation		non_standard	Œdème / excès de gelée de Wharton (cordon épais)	oui	oui	benirschke ch16	Edematous cords had a water content of 93.5%, and wrinkled cords had 89.2% water.	Libellé composite : mesure macroscopique (épaisseur du cordon) et substrat histologique (gelée de Wharton) mêlés, sans seuil quantitatif.
FOETO:PP.PLA-DYS-004	Dilatation vasculaire fœtale villositaire	AMSTERDAM	FVM — malperfusion vasculaire fœtale (ectasie vasculaire)	manifestation		non_standard	Ectasie vasculaire (vaisseaux fœtaux tronculaires)	oui	oui	amsterdam ch1	vessels that are four times the luminal diameter of the surrounding corresponding vessel	Ambigu : l'ectasie d'Amsterdam concerne les gros vaisseaux muscularisés, alors que « dilatation villositaire » évoque aussi la congestion capillaire de l'hydrops.
FOETO:PP.PLA-DYS-005	Distribution non périphérique des capillaires villositaires	AMSTERDAM	DVM — retard de maturation villositaire (capillaires de siège central)	critere		non_standard	Capillaires villositaires de siège central (critère de retard de maturation villositaire)	oui	oui	amsterdam ch1	with centrally placed capillaries and decreased vasculosyncytial membranes, recapitulating the histology in early pregnancy	Énoncé négatif (« non périphérique ») pour un critère qui se formule positivement (capillaires de siège central) ; doublon avec « Localisation centrale des capillaires villositaires ».
FOETO:PP.PLA-DYS-006	Défaut de remodelage des artères spiralées	AMSTERDAM	MVM — artériopathie déciduale (défaut de transformation physiologique)	manifestation		non_standard	Défaut de transformation physiologique des artères spiralées	oui	oui	khong2019 ch32	Incomplete vascular remodelling is an acceptable synonym for this finding.	Formulation en termes de « remodelage » critiquée comme imprécise ; doublon de contenu avec PP.PLA-DYS-007.
FOETO:PP.PLA-DYS-007	Défaut de transformation physiologique des artères utéroplacentaires	AMSTERDAM	MVM — artériopathie déciduale (défaut de transformation physiologique)	manifestation		oui		oui	oui	benirschke ch19	Spiral/basal artery in the junctional zone showing absent transformation (green arrows).	Doublon de contenu avec « Défaut de remodelage des artères spiralées » et « Défaut de transformation physiologique des artères utéro-placentaires ».
FOETO:PP.PLA-DYS-008	Extravasation érythrocytaire stromale villositaire	AMSTERDAM	FVM — caryorrhexie vasculo-stromale villositaire	critere		oui		oui	oui	khong2019 ch25	with extravasation and fragmentation of fetal red blood cells into the villous stroma	
FOETO:PP.PLA-DYS-009	Fibrine intramural vasculaire	AMSTERDAM	FVM — dépôt de fibrine intramural (ex-« intimal fibrin cushion »)	manifestation		non_standard	Dépôt de fibrine intramural des gros vaisseaux fœtaux	oui	oui	benirschke ch22	Stem villi showing fibrin deposited in intramural location	Libellé elliptique et fautif grammaticalement ; ne précise pas le lit vasculaire (fœtal chorial/tronculaire vs maternel).
FOETO:PP.PLA-DYS-010	Hyperplasie trophoblastique	BENIRSCHKE	Môle hydatiforme (hyperplasie trophoblastique)	critere		oui		oui	oui	benirschke ch28	The latter also had more trophoblastic hyperplasia and fewer remnants of capillaries	Terme fourre-tout : critère de môle mais aussi observé dans le chorangiome avec prolifération trophoblastique et le site d'implantation exagéré.
FOETO:PP.PLA-DYS-011	Hypertrophie murale des artérioles décidales	AMSTERDAM	MVM — artériopathie déciduale (hypertrophie pariétale des artérioles membranaires)	manifestation		non_standard	Hypertrophie pariétale des artérioles déciduales membranaires	oui	oui	khong2019 ch43	Mural hypertrophy of the parietal decidual arterioles was one of the lesions most consistently detected by each of the pathologists.	Faute d'orthographe (« décidales ») ; le site (décidue pariétale des membranes vs plaque basale) devrait être explicite car il change la signification.
FOETO:PP.PLA-DYS-012	Hypertrophie musculaire des vaisseaux des villosités-troncs	AMSTERDAM	FVM — oblitération / sclérose fibromusculaire des vaisseaux de villosités tronculaires	manifestation		non_standard	Épaississement fibromusculaire / oblitération des vaisseaux de villosités tronculaires	oui	oui	benirschke ch22	Muscular hypertrophy and old occlusions in several of many stem vessels	Le même aspect (vaisseaux tronculaires à paroi épaisse) est un critère de dysplasie mésenchymateuse : le libellé seul ne discrimine pas les deux cadres.
FOETO:PP.PLA-DYS-013	Hypertrophie placentaire	VOGEL	Placenta macrosomique / placentomégalie (corrélation clinico-pathologique, diabète)	manifestation		non_standard	Placentomégalie (poids placentaire > 90e percentile pour l'âge gestationnel)	oui	oui	vogel ch14	An enlarged macrosomic placenta is defined as a placental weight and basal plate	Anomalie de poids macroscopique et non lésion histologique ; doublon avec « Placentomégalie » et « Hypertrophie placentaire » du même vocabulaire.
FOETO:PP.PLA-DYS-014	Hypertrophie villositaire des vaisseaux fœtaux (hypervasculaire)	AMSTERDAM	Chorangiose / hypervascularité villositaire	manifestation		non_standard	Hypervascularité villositaire (spectre de la chorangiose)	oui	oui	khong2019 ch24	Chorioangiosis, increased villous vascularity, hypercapillarization, hypervascularization.	Libellé confus mêlant « hypertrophie » et « hypervascularisation » ; sans les seuils de la règle des dix il chevauche chorangiose et chorangiomatose.
FOETO:PP.PLA-DYS-015	Hypoplasie placentaire	AMSTERDAM	MVM — hypoplasie placentaire (poids < 10e percentile)	manifestation		oui		oui	oui	benirschke ch19	There are multiple causes of placental hypoplasia, both fetal and maternal, but MVM is an important one [308].	Critère macroscopique de poids, non spécifique de la MVM (intervillite, villite de haut grade, MPFD donnent aussi un petit placenta).
FOETO:PP.PLA-DYS-016	Hypoplasie villositaire distale	AMSTERDAM	MVM — hypoplasie villositaire distale (≡ DIV de Vogel)	manifestation		oui		oui	oui	benirschke ch19	Distal villous hypoplasia can be graded as focal (lesion in one full-thickness slide) or diffuse (present in two or more full-thickness slides sampled)	Granularité redondante : trois entrées du vocabulaire (« MVM — Hypoplasie villositaire distale », « Hypoplasie villositaire distale (déficience des villosités terminales) », celle-ci) désignent la même lésion.
FOETO:PP.PLA-DYS-017	Hémorragie fœto-maternelle à érythroblastes dans l'espace intervilleux	BENIRSCHKE	Hémorragie fœto-maternelle (transplacentaire)	manifestation		non_standard	Hémorragie fœto-maternelle (érythroblastes/hématies fœtales dans l'espace intervilleux)	oui	oui	benirschke ch34	fetal hemorrhage from villous capillaries may cause fetal blood to escape into the intervillous space	Libellé composite : mêle l'entité clinique (hémorragie fœto-maternelle, diagnostic par Kleihauer-Betke) et son signe histologique élémentaire (érythroblastes intervilleux).
FOETO:PP.PLA-DYS-018	Implantation superficielle du placenta	BENIRSCHKE	Implantation superficielle (déficit d'invasion trophoblastique de la plaque basale)	manifestation		oui		oui	oui	benirschke ch19	Superficial implantation is a deficiency of interstitial and endovascular trophoblast in the decidua basalis and basal plate arteries.	Décrite dans le spectre MVM mais explicitement écartée d'Amsterdam faute de preuves suffisantes ; ne pas la coder comme critère Amsterdam.
FOETO:PP.PLA-DYS-019	Infiltrat stromal Alcian blue positif	BENIRSCHKE	Dysplasie mésenchymateuse placentaire	critere		non_standard	Stroma villositaire dysplasique Alcian blue positif (acide hyaluronique)	oui	oui	benirschke ch27	Studies of dysplastic villous stroma in cases of PMD have revealed that it is largely composed of hyaluronic acid, per demonstration of strong Alcian blue histochemical staining	Libellé imprécis : il ne s'agit pas d'un « infiltrat » mais d'une positivité histochimique du stroma villositaire dysplasique ; la nature du matériel n'est pas nommée.
FOETO:PP.PLA-DYS-020	Karyorrhexie stromale villositaire	AMSTERDAM	FVM — caryorrhexie stromale-vasculaire villositaire	critere		non_standard	Caryorrhexie stromale-vasculaire villositaire	oui	oui	amsterdam ch1	3 or more foci of 2 to 4 terminal villi showing karyorrhexis of fetal cells (nucleated erythrocytes, leukocytes, endothelial cells, and/or stromal cells) with preservation of surrounding trophoblast	Le libellé ampute le terme consensuel de sa composante vasculaire ; doublon de fait avec les autres entrées « karyorrhexie stromale-vasculaire » du vocabulaire.
FOETO:PP.PLA-DYS-021	Kyste du chorion laeve	BENIRSCHKE	Kyste du chorion laeve	manifestation		oui		oui	oui	benirschke ch19	Chorion laeve cysts are fluid-filled lakes with irregular chorionic epithelial margins in the placental membranes	
FOETO:PP.PLA-DYS-022	Kyste septal placentaire	BENIRSCHKE	Kyste trophoblastique extravilleux (kyste septal)	manifestation		oui		oui	oui	khong2019 ch11	Extravillous trophoblast cysts are grossly visible cysts usually located in the subchorionic region or within the septa.	Granularité : kyste septal, kyste sous-chorial et kyste d'îlot cellulaire sont une même lésion différant par le siège.
FOETO:PP.PLA-DYS-023	Malperfusion vasculaire fœtale placentaire	AMSTERDAM	FVM — malperfusion vasculaire fœtale	synonyme		oui		oui	oui	vogel ch6	fetal vascular malperfusion (FVM) is to be graded as high (global) or low (segmental)	
FOETO:PP.PLA-DYS-024	Manchon mésenchymateux péri-vasculaire	BENIRSCHKE	Anatomie villositaire normale — gaine mésenchymateuse périvasculaire des villosités	structure		non_standard	Gaine mésenchymateuse (adventice) périvasculaire villositaire	non	non			Aucun extrait ne nomme ce « manchon » ; terme descriptif non standardisé, proche de l'adventice/gaine paravasculaire des villosités souches.
FOETO:PP.PLA-DYS-025	Métaplasie malpighienne de l'amnion	BENIRSCHKE	Métaplasie malpighienne de l'amnios	manifestation		oui		oui	oui	benirschke ch15	This so-called squamous metaplasia of the amnion is actually only the focal keratinization of the epithelium	Doublon avec « Métaplasie malpighienne de l'amnios » dans le vocabulaire ; variante physiologique du placenta mature, non lésionnelle.
FOETO:PP.PLA-DYS-026	Persistance de trophoblastes endovasculaires intramuraux au troisième trimestre	AMSTERDAM	MVM — artériopathie déciduale	manifestation		oui		oui	oui	benirschke ch19	persistence of intramural endovascular trophoblast (Fig. 19.20a, b) in the placental bed spiral arteries has been identified in the third trimester in placentas from gestations complicated by preeclampsia	Le vaisseau concerné (artère spiralée du lit placentaire) n'est pas nommé dans le libellé.
FOETO:PP.PLA-DYS-027	Perte d'expression de l'actine musculaire lisse dans le stroma villositaire	BENIRSCHKE	Dysplasie mésenchymateuse placentaire	critere		oui		oui	oui	benirschke ch27	immunohistochemical loss of alpha smooth muscle actin (SMA) expression, relative to age-matched norms, with preserved desmin and vimentin expression in stromal cells	
FOETO:PP.PLA-DYS-028	Perte d'expression de p57kip2 dans le stroma villositaire	BENIRSCHKE	Dysplasie mésenchymateuse placentaire	critere		oui		oui	oui	benirschke ch27	Absent p57kip2 expression in the stromal cells of some villi, with retention in trophoblast, supports the diagnosis of PMD	Libellé ambigu : sans mention de la rétention trophoblastique, il ne se distingue pas du profil p57 négatif de la môle hydatiforme complète.
FOETO:PP.PLA-DYS-029	Placentomégalie	VOGEL	Placenta macrosomique / placentomégalie (corrélation clinico-pathologique)	manifestation		non_standard	Placentomégalie (poids placentaire > 90e percentile pour l'âge gestationnel)	oui	oui	vogel ch14	An enlarged macrosomic placenta is defined as a placental weight and basal plate above the 90th percentile for a given gestational age	Anomalie macroscopique de poids sans seuil dans le libellé ; Amsterdam ne code que l'hypoplasie placentaire, pas la placentomégalie.
FOETO:PP.PLA-DYS-030	Prolifération de trophoblastes intermédiaires périvilleuse	BENIRSCHKE	Prolifération de trophoblaste intermédiaire périvillositaire (cellules X)	manifestation		oui		oui	oui	benirschke ch19	There is increased perivillous fibrin with intermediate trophoblast proliferation (green stars) because of the maternal circulatory disturbance and the ensuing local hypoxia.	Suggérée dans le spectre MVM mais non retenue par le consensus d'Amsterdam ; ne pas la coder comme critère Amsterdam.
FOETO:PP.PLA-DYS-031	Pseudo-inclusion trophoblastique	BENIRSCHKE	Môle hydatiforme partielle	critere		oui		oui	oui	benirschke ch27	Higher power view shows a trophoblastic “pseudoinclusion”. Fetal capillaries are present within terminal villi.	Signe non spécifique isolément : il n'a de valeur que dans le diagnostic différentiel des môles ; le vocabulaire contient aussi son énoncé négatif (« Absence de pseudo-inclusions trophoblastiques »).
FOETO:PP.PLA-DYS-032	Rétention trophoblastique de l'expression de p57kip2	BENIRSCHKE	Dysplasie mésenchymateuse placentaire	critere		oui		oui	oui	benirschke ch27	it is difficult to explain the selective loss of p57kip2 in stroma and retention in trophoblast	Le terme n'a de valeur qu'en couple avec la perte stromale de p57kip2 : isolé, il ne signe rien.
FOETO:PP.PLA-DYS-033	Sclérose fibromusculaire des vaisseaux tronculaires	AMSTERDAM	FVM — malperfusion vasculaire fœtale (oblitération des vaisseaux tronculaires)	synonyme		obsolete	Oblitération des vaisseaux des villosités-troncs (stem vessel obliteration)	oui	oui	benirschke ch22	Stem villous obliteration (previously referred to as fibromuscular sclerosis) is a lesion of larger stem	« Sclérose fibromusculaire » est le terme ancien ; Amsterdam retient « oblitération des vaisseaux tronculaires ».
FOETO:PP.PLA-DYS-034	Septation luminale vasculaire	AMSTERDAM	FVM — malperfusion vasculaire fœtale (oblitération des vaisseaux tronculaires)	manifestation		oui		oui	oui	benirschke ch22	septation of the endothelial lumen related to a recent stem villous thrombosis	Signe précoce/intermédiaire non spécifique : décrit aussi dans les gros vaisseaux dysplasiques de la dysplasie mésenchymateuse.
FOETO:PP.PLA-DYS-035	Stroma villositaire hyalinisé	BENIRSCHKE	Dysplasie mésenchymateuse placentaire	manifestation		oui		oui	oui	benirschke ch27	and hyalinized stroma with thick-walled, ectatic vessels surrounded by	Libellé ambigu : la même formule désigne le stroma hyalinisé tardif de la malperfusion vasculaire fœtale (villosités avasculaires) et le stroma dysplasique de la PMD.
FOETO:PP.PLA-DYS-036	Stroma villositaire hypercellulaire avec fibroblastes indifférenciés	BENIRSCHKE	Placenta du diabète maternel (« villosité diabétique »)	manifestation		oui		oui	oui	benirschke ch20	The connective tissues in the villi are often hypercellular with	Élément d'un pattern (villosité diabétique) et non lésion autonome ; à interpréter avec l'épaisseur du syncytiotrophoblaste et la paucité des membranes vasculo-syncytiales.
FOETO:PP.PLA-DYS-037	Stroma villositaire myxomateux	BENIRSCHKE	Dysplasie mésenchymateuse placentaire	critere		oui		oui	oui	khong2019 ch16	Myxomatous change of stem villi is common.	
FOETO:PP.PLA-DYS-038	Thrombohématome sous-chorial	BENIRSCHKE	Thrombohématome sous-chorial massif (môle de Breus)	synonyme		non_standard	Thrombohématome sous-chorial massif (môle de Breus)	oui	oui	benirschke ch32	A large maternal blood clot that separates the chorionic plate from the villous chorion is also called massive subchorionic thrombohematoma	Libellé sans critère de taille : ne distingue pas le thrombus sous-chorial banal (fréquent, sans portée) du thrombohématome massif (≥1 cm, ≥50 % de la plaque choriale).
FOETO:PP.PLA-DYS-039	Thrombus vasculaire placentaire fœtal	AMSTERDAM	FVM — malperfusion vasculaire fœtale (thrombus des gros vaisseaux fœtaux)	manifestation		oui		oui	oui	benirschke ch22	Thrombi may be present in large muscular vessels and they may be occlusive or mural	Siège et caractère occlusif non précisés, alors que la gradation de la FVM dépend du siège (plaque choriale / tronc villositaire) et du nombre de thrombus.
FOETO:PP.PLA-DYS-040	Vaisseau de la plaque choriale à paroi épaisse et ectasique	BENIRSCHKE	Dysplasie mésenchymateuse placentaire	critere		oui		oui	oui	benirschke ch27	By light microscopy, PMD is characterized by variably thick-walled and tortuous chorionic plate and stem villous vessels surrounded by abnormal stroma	Libellé composite (épaississement pariétal + ectasie luminale) dans un seul énoncé.
FOETO:PP.PLA-DYS-041	Vaisseau-tronc villositaire à paroi épaisse	BENIRSCHKE	Dysplasie mésenchymateuse placentaire	critere		oui		oui	oui	khong2019 ch16	The vessels are thick-walled, with fibromuscular hyperplasia	
FOETO:PP.PLA-DYS-042	Villosité choriale élargie et œdémateuse	BENIRSCHKE	Dysplasie mésenchymateuse placentaire	manifestation		oui		oui	oui	benirschke ch27	Enlarged, edematous stem villi containing thick-walled vessels	Libellé descriptif ambigu : recouvre aussi l'œdème villositaire simple et les villosités hydropiques d'un avortement hydropique.
FOETO:PP.PLA-DYS-043	Villosité hydropique diffuse sans vascularisation	BENIRSCHKE	Môle hydatiforme complète	critere		oui		oui	oui	benirschke ch27	In CHM, chorionic villi are diffusely distended and hydropic with the frequent formation of large central cisterns.	L'avascularité diffuse des villosités hydropiques oriente vers la môle complète, mais le libellé ne dit pas s'il y a hyperplasie trophoblastique, critère indispensable au diagnostic.
FOETO:PP.PLA-DYS-044	Villosités agrandies avec paucité vasculaire relative	BENIRSCHKE	Érythroblastose fœtale / maladie hémolytique du fœtus et du nouveau-né	manifestation		oui		oui	oui	benirschke ch23	The enlarged villi may have a relative paucity of vessels.	Phénotype très proche du retard de maturation villositaire : recouvrement de granularité avec les troubles de maturation.
FOETO:PP.PLA-INF-001	Cellules amniotiques infectées (inclusions virales amniotiques)	BENIRSCHKE	Villite / placentite à cytomégalovirus (villite à étiologie identifiée)	manifestation		oui		oui	oui	khong2019 ch29	The inclusions are identified in the nuclei (owl-eye cells), the cytoplasm of villous endothelial cells and stromal cells, and occasionally the amnion and the decidua	Agent viral non précisé alors que le rattachement suppose une étiologie identifiée (CMV, HSV) ; à qualifier par l'agent.
FOETO:PP.PLA-INF-002	Cellules avec hémophagocytose dans la circulation fœtale placentaire	BENIRSCHKE	Lymphohistiocytose hémophagocytaire familiale (anasarque fœto-placentaire non immune)	manifestation		oui		oui	oui	benirschke ch23	The fetal vasculature contained numerous mononuclear cells, including forms with hemophagocytosis.	
FOETO:PP.PLA-INF-003	Cellules géantes multinucléées de type Langhans dans les villosités	BENIRSCHKE	Villite chronique à étiologie identifiée (toxoplasmose / syphilis)	manifestation		oui		oui	oui	benirschke ch26	Langhans-type multinucleated giant cells (arrow) can be present in chronic villitis with and without a documented infectious cause.	Élément non spécifique : évocateur d'une villite infectieuse (toxoplasmose, syphilis) mais décrit aussi sans étiologie documentée.
FOETO:PP.PLA-INF-004	Chorioamnionite	AMSTERDAM	AI — infection amniotique / inflammation aiguë (voie ascendante)	manifestation		non_standard	Chorioamnionite aiguë	oui	oui	amsterdam ch1	There was agreement to emphasize that histologic chorioamnionitis may not be equivalent to clinical chorioamnionitis.	Libellé chapeau sans temporalité ni intensité : recouvre à la fois la chorioamnionite aiguë (MIR) et la chorioamnionite chronique, déjà présentes comme termes distincts.
FOETO:PP.PLA-INF-005	Chorioamnionite aiguë	AMSTERDAM	AI — réponse inflammatoire maternelle (MIR)	synonyme		oui		oui	oui	amsterdam ch1	Stage 2—acute chorioamnionitis: polymorphonuclear leukocytes extend into fibrous chorion and/or amnion	
FOETO:PP.PLA-INF-006	Chorioamnionite chronique	AMSTERDAM	Chorioamnionite chronique	synonyme		oui		oui	oui	khong2019 ch45	Chronic chorioamnionitis is one of the chronic inflammatory lesions of the placenta	
FOETO:PP.PLA-INF-007	Chorioamniotite aiguë	AMSTERDAM	AI — réponse inflammatoire maternelle (MIR)	synonyme		non_standard	Chorioamnionite aiguë	oui	oui	amsterdam ch1	Stage 2—acute chorioamnionitis: polymorphonuclear leukocytes extend into fibrous chorion and/or amnion	Orthographe déviante (« chorioamniotite ») et doublon strict de PP.PLA-INF-005.
FOETO:PP.PLA-INF-008	Dégénérescence de l'épithélium amniotique par le méconium	BENIRSCHKE	Lésions induites par le méconium (dégénérescence de l'épithélium amniotique)	manifestation		oui		oui	oui	benirschke ch15	The amnionic epithelium undergoes remarkable degenerative changes as the result of meconium-induced damage	Terme non inflammatoire (lésion toxique) classé dans le bloc inflammation ; Amsterdam ne code du méconium que les macrophages pigmentés et la myonécrose vasculaire.
FOETO:PP.PLA-INF-009	Dépôt de C4d dans les villosités (immunohistochimie)	HORS_REFERENTIEL		hors		oui		oui	oui	benirschke ch26	had significant amounts of villous C4d deposition by immunohistochemistry	Marqueur immunohistochimique d'activation du complément, non spécifique (décrit dans la VUE, la CHI et le MPFD) : aucun référentiel ne le code comme lésion autonome.
FOETO:PP.PLA-INF-010	Dépôt de méconium dans le chorion	AMSTERDAM	Méconium (macrophages chargés de méconium)	manifestation		oui		oui	oui	benirschke ch15	Meconium-laden macrophages are large, ovoid, or round cells in amnion and later in the chorion that have a yellow-brown-green content	Le siège chorial sert surtout à dater le passage méconial : information de temporalité aplatie dans un libellé topographique.
FOETO:PP.PLA-INF-012	Funiculite périphérique à micro-abcès (candidose)	BENIRSCHKE	Funisite à Candida (candidose placentaire)	synonyme		oui		oui	oui	benirschke ch25	With some infections, notably that with Candida albicans, small accumulations of PMNLs are seen on the cord surface.	
FOETO:PP.PLA-INF-013	Funisitis aiguë	AMSTERDAM	AI — réponse inflammatoire fœtale (FIR)	manifestation		non_standard	Funisite aiguë	oui	oui	khong2019 ch55	term neonates with acute funisitis are also more likely to have adverse clinical outcomes	Latinisme « funisitis » : l'orthographe retenue est « funisite ».
FOETO:PP.PLA-INF-014	Histiocytose intervillositaire chronique	AMSTERDAM	CHI — intervillite chronique histiocytaire	synonyme		non_standard	Intervillite chronique histiocytaire	oui	oui	khong2019 ch30	CHIV is an infiltrate of maternal mononuclear cells in the intervillous space, usually accompanied by an increase in perivillous fibrin.	« Histiocytose » suggère à tort une prolifération : il s'agit d'un infiltrat intervillositaire (intervillite).
FOETO:PP.PLA-INF-015	Hyperplasie histiocytaire chorionique	HORS_REFERENTIEL		hors		oui		oui	oui	khong2019 ch13	Chorionic histiocytic hyperplasia is a recently described lesion that has increased number of histiocytes at the base of the chorion	Lésion décrite après le consensus d'Amsterdam (Katzman 2017) et absente de sa liste des lésions inflammatoires chroniques ; elle ne relève pas non plus du périmètre borné de BENIRSCHKE.
FOETO:PP.PLA-INF-016	Inclusions cytomégalovirus placentaires (cellules en œil de hibou)	BENIRSCHKE	Villite / placentite à cytomégalovirus (étiologie identifiée)	critere		oui		oui	oui	khong2019 ch29	The owl-eye inclusions have pathognomonic value in the diagnosis of CMV infection.	Siège cellulaire et compartimental non précisé (noyaux des cellules stromales et endothéliales villositaires, parfois amnios et décidue) ; quasi-doublon de PP.PLA-INF-018.
FOETO:PP.PLA-INF-017	Inclusions herpétiques dans le trophoblaste/caduque	BENIRSCHKE	Placentite / villite à herpes simplex virus (étiologie identifiée)	critere		oui		oui	oui	benirschke ch25	An inflammatory reaction was absent, but inclusions were found in the placenta and fetus.	Libellé mêlant deux compartiments distincts (trophoblaste et décidue) ; « caduque » est un synonyme vieilli de décidue.
FOETO:PP.PLA-INF-018	Inclusions virales intranucléaires et intracytoplasmiques dans les villosités (CMV)	BENIRSCHKE	Villite / placentite à cytomégalovirus (étiologie identifiée)	critere		oui		oui	oui	khong2019 ch29	The inclusions are identified in the nuclei (owl-eye cells), the cytoplasm of villous endothelial cells and stromal cells	Quasi-doublon de PP.PLA-INF-016 (mêmes inclusions cytomégaliques) : granularité incohérente entre les deux libellés.
FOETO:PP.PLA-INF-019	Infiltrat neutrophilique intervillositaire et intravillositaire (microabcès)	BENIRSCHKE	Villite/intervillite aiguë d'origine hématogène (listériose, sepsis bactérien)	manifestation		oui		oui	oui	vogel ch9	Acute intervillitis (intervillous thromboangiitis) with focal aggregates and bands  of granulocytes, fibrin thrombosis in the intervillous space, chorionic epithelial  and stromal necrosis and inter- and intravillous microabscesses	Libellé descriptif mêlant deux sites (intervilleux et intravilleux) et une qualification lésionnelle (microabcès)
FOETO:PP.PLA-INF-020	Infiltrat plasmocytaire villositaire	BENIRSCHKE	Villite chronique d'étiologie identifiée (CMV) / villite plasmocytaire	manifestation		oui		oui	oui	khong2019 ch29	The presence of plasma cells and haemosiderin  deposits is a strong histological indicator of CMV  infection, even in cases in which typical inclusion  bodies are not found.	
FOETO:PP.PLA-INF-021	Inflammation chronique déciduale	AMSTERDAM	Déciduite chronique à plasmocytes	synonyme		non_standard	Déciduite chronique	oui	oui	khong2019 ch33	Chronic deciduitis is diagnosed in the presence  of lymphoplasmacytic inflammation in the  decidua or, in the absence of plasma cells, the  presence of diffuse and intense (>50/HPF) non-­ perivascular lymphocytic inflammation.	Libellé descriptif générique là où le référentiel nomme l'entité « déciduite chronique »
